alert_id,created_at,equipment_id,equipment_name,equipment_type,place,severity,title,message,is_active
445,2026-03-29T10:05:40.690543+00:00,7,Cooling Unit 1,cooling,Cooling Bay,critical,Telemetry anomaly on Cooling Unit 1,Server anomaly: voltage=260.39V,False
446,2026-03-29T10:05:50.771176+00:00,5,Server Rack B,server,Main Data Hall,critical,Telemetry anomaly on Server Rack B,Server anomaly: pressure=3.22,False
447,2026-03-29T10:05:55.771097+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: pressure=3.23,False
448,2026-03-29T10:05:50.762695+00:00,4,Battery Bank B,battery,UPS Room,critical,Telemetry anomaly on Battery Bank B,"Battery anomaly: voltage=15.80V, temperature=47.14C",False
449,2026-03-29T10:06:25.913127+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=198.15V,False
450,2026-03-29T10:06:15.853865+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: pressure=-0.64,False
451,2026-03-29T10:06:25.925605+00:00,5,Server Rack B,server,Main Data Hall,critical,Telemetry anomaly on Server Rack B,Server anomaly: temperature=37.89C,False
452,2026-03-29T10:06:10.844716+00:00,6,UPS Panel 1,ups,UPS Room,critical,Telemetry anomaly on UPS Panel 1,Server anomaly: pressure=-0.16,False
453,2026-03-29T10:06:25.931169+00:00,6,UPS Panel 1,ups,UPS Room,critical,Telemetry anomaly on UPS Panel 1,Server anomaly: frequency=45.72Hz,False
454,2026-03-29T10:06:20.931844+00:00,7,Cooling Unit 1,cooling,Cooling Bay,critical,Telemetry anomaly on Cooling Unit 1,"Server anomaly: frequency=52.28Hz, pressure=3.91",False
455,2026-03-29T10:06:25.906251+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=11.27V,False
456,2026-03-29T10:06:30.964403+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: temperature=39.15C,False
457,2026-03-29T10:06:30.970599+00:00,4,Battery Bank B,battery,UPS Room,critical,Telemetry anomaly on Battery Bank B,Battery anomaly: voltage=10.64V,False
458,2026-03-29T10:06:35.982536+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=10.92C,False
459,2026-03-29T10:06:41.042964+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=37.47C,False
460,2026-03-29T10:06:51.117145+00:00,5,Server Rack B,server,Main Data Hall,critical,Telemetry anomaly on Server Rack B,Server anomaly: voltage=261.53V,False
461,2026-03-29T10:06:36.011488+00:00,6,UPS Panel 1,ups,UPS Room,critical,Telemetry anomaly on UPS Panel 1,Server anomaly: frequency=46.70Hz,False
462,2026-03-29T10:06:46.077821+00:00,7,Cooling Unit 1,cooling,Cooling Bay,critical,Telemetry anomaly on Cooling Unit 1,Server anomaly: voltage=192.65V,False
463,2026-03-29T10:06:51.099324+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,"Server anomaly: temperature=37.12C, frequency=53.73Hz",False
464,2026-03-29T10:06:56.138842+00:00,7,Cooling Unit 1,cooling,Cooling Bay,critical,Telemetry anomaly on Cooling Unit 1,Server anomaly: voltage=258.74V,False
465,2026-03-29T10:07:01.127221+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: frequency=46.23Hz,False
466,2026-03-29T10:07:01.132619+00:00,4,Battery Bank B,battery,UPS Room,critical,Telemetry anomaly on Battery Bank B,Battery anomaly: voltage=10.11V,False
467,2026-03-29T10:07:31.528675+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,"Server anomaly: voltage=199.75V, pressure=3.67",False
468,2026-03-29T10:07:06.198544+00:00,5,Server Rack B,server,Main Data Hall,critical,Telemetry anomaly on Server Rack B,Server anomaly: frequency=52.16Hz,False
469,2026-03-29T10:07:11.266656+00:00,6,UPS Panel 1,ups,UPS Room,critical,Telemetry anomaly on UPS Panel 1,Server anomaly: frequency=47.69Hz,False
470,2026-03-29T10:07:11.237789+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=8.47C,False
471,2026-03-29T10:07:11.269781+00:00,7,Cooling Unit 1,cooling,Cooling Bay,critical,Telemetry anomaly on Cooling Unit 1,"Server anomaly: voltage=192.15V, pressure=-0.93",False
472,2026-03-29T10:07:21.409268+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,"Server anomaly: voltage=263.71V, pressure=3.40",False
473,2026-03-29T10:07:21.418338+00:00,5,Server Rack B,server,Main Data Hall,critical,Telemetry anomaly on Server Rack B,Server anomaly: temperature=36.09C,False
474,2026-03-29T10:07:21.388910+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=12.71C,False
475,2026-03-29T10:07:46.737933+00:00,4,Battery Bank B,battery,UPS Room,critical,Telemetry anomaly on Battery Bank B,Battery anomaly: temperature=46.18C,False
476,2026-03-29T10:07:31.545657+00:00,5,Server Rack B,server,Main Data Hall,critical,Telemetry anomaly on Server Rack B,Server anomaly: frequency=54.44Hz,False
477,2026-03-29T10:07:31.550277+00:00,6,UPS Panel 1,ups,UPS Room,critical,Telemetry anomaly on UPS Panel 1,"Server anomaly: frequency=47.77Hz, pressure=3.68",False
478,2026-03-29T10:07:36.614346+00:00,7,Cooling Unit 1,cooling,Cooling Bay,critical,Telemetry anomaly on Cooling Unit 1,Server anomaly: temperature=38.54C,False
479,2026-03-29T10:07:46.698791+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=15.20V,False
480,2026-03-29T10:07:46.741948+00:00,5,Server Rack B,server,Main Data Hall,critical,Telemetry anomaly on Server Rack B,Server anomaly: temperature=36.66C,False
481,2026-03-29T10:07:46.749965+00:00,7,Cooling Unit 1,cooling,Cooling Bay,critical,Telemetry anomaly on Cooling Unit 1,Server anomaly: pressure=-0.71,False
482,2026-03-29T10:08:01.858444+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=46.31C,False
483,2026-03-29T10:08:01.880646+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,"Server anomaly: frequency=52.20Hz, pressure=-0.74",False
484,2026-03-29T10:08:06.928164+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,"Server anomaly: temperature=11.86C, voltage=196.18V",False
485,2026-03-29T10:08:06.941213+00:00,6,UPS Panel 1,ups,UPS Room,critical,Telemetry anomaly on UPS Panel 1,Server anomaly: frequency=46.58Hz,False
486,2026-03-29T10:08:06.945242+00:00,7,Cooling Unit 1,cooling,Cooling Bay,critical,Telemetry anomaly on Cooling Unit 1,Server anomaly: pressure=3.79,False
487,2026-03-29T10:08:17.025318+00:00,4,Battery Bank B,battery,UPS Room,critical,Telemetry anomaly on Battery Bank B,Battery anomaly: voltage=11.09V,False
488,2026-03-29T10:08:22.082199+00:00,6,UPS Panel 1,ups,UPS Room,critical,Telemetry anomaly on UPS Panel 1,Server anomaly: frequency=46.23Hz,False
489,2026-03-29T10:08:22.057554+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=10.63V,False
490,2026-03-29T10:08:22.083769+00:00,7,Cooling Unit 1,cooling,Cooling Bay,critical,Telemetry anomaly on Cooling Unit 1,Server anomaly: pressure=3.66,False
491,2026-03-29T10:08:27.099610+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=3.03,False
492,2026-03-29T10:08:27.104515+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,"Server anomaly: voltage=192.28V, frequency=52.15Hz",False
493,2026-03-29T10:08:32.204236+00:00,5,Server Rack B,server,Main Data Hall,critical,Telemetry anomaly on Server Rack B,Server anomaly: frequency=52.78Hz,False
494,2026-03-29T10:08:37.338395+00:00,6,UPS Panel 1,ups,UPS Room,critical,Telemetry anomaly on UPS Panel 1,Server anomaly: frequency=52.68Hz,False
495,2026-03-29T10:08:37.276787+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=10.86V,False
496,2026-03-29T10:08:37.298871+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=-0.33,False
497,2026-03-29T10:08:47.417230+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,"Server anomaly: temperature=37.90C, voltage=201.23V, frequency=52.06Hz",False
498,2026-03-29T10:08:42.343067+00:00,7,Cooling Unit 1,cooling,Cooling Bay,critical,Telemetry anomaly on Cooling Unit 1,Server anomaly: temperature=11.46C,False
499,2026-03-29T10:08:52.446227+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=-0.33,False
500,2026-03-29T10:08:52.459578+00:00,4,Battery Bank B,battery,UPS Room,critical,Telemetry anomaly on Battery Bank B,Battery anomaly: voltage=10.54V,False
501,2026-03-29T10:08:57.492454+00:00,6,UPS Panel 1,ups,UPS Room,critical,Telemetry anomaly on UPS Panel 1,Server anomaly: pressure=-0.42,False
502,2026-03-29T10:08:52.463144+00:00,5,Server Rack B,server,Main Data Hall,critical,Telemetry anomaly on Server Rack B,Server anomaly: frequency=53.67Hz,False
503,2026-03-29T10:09:02.474255+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=15.69V,False
504,2026-03-29T10:09:02.482076+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=46.51Hz,False
505,2026-03-29T10:09:02.487719+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: frequency=53.30Hz,False
506,2026-03-29T10:09:27.685100+00:00,7,Cooling Unit 1,cooling,Cooling Bay,critical,Telemetry anomaly on Cooling Unit 1,Server anomaly: frequency=47.74Hz,False
507,2026-03-29T10:09:12.512408+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=53.99Hz,False
508,2026-03-29T10:09:22.621516+00:00,5,Server Rack B,server,Main Data Hall,critical,Telemetry anomaly on Server Rack B,"Server anomaly: frequency=54.05Hz, pressure=-0.31",False
509,2026-03-29T10:09:27.667533+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=46.24Hz,False
510,2026-03-29T10:09:22.624873+00:00,6,UPS Panel 1,ups,UPS Room,critical,Telemetry anomaly on UPS Panel 1,Server anomaly: frequency=46.16Hz,False
511,2026-03-29T10:09:52.919037+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: pressure=-0.10,False
512,2026-03-29T10:09:37.754363+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=11.14V,False
513,2026-03-29T10:09:42.804194+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,"Server anomaly: temperature=37.95C, frequency=52.24Hz",False
514,2026-03-29T10:10:03.027508+00:00,6,UPS Panel 1,ups,UPS Room,critical,Telemetry anomaly on UPS Panel 1,"Server anomaly: frequency=47.83Hz, pressure=-0.52",False
515,2026-03-29T10:09:47.864818+00:00,4,Battery Bank B,battery,UPS Room,critical,Telemetry anomaly on Battery Bank B,Battery anomaly: temperature=47.91C,False
516,2026-03-29T10:10:13.051398+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=35.65C,False
517,2026-03-29T10:09:57.956014+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=42.17C,False
518,2026-03-29T10:10:03.030072+00:00,7,Cooling Unit 1,cooling,Cooling Bay,critical,Telemetry anomaly on Cooling Unit 1,Server anomaly: frequency=53.93Hz,False
519,2026-03-29T10:10:13.061086+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: temperature=12.99C,False
520,2026-03-29T10:10:08.086740+00:00,5,Server Rack B,server,Main Data Hall,critical,Telemetry anomaly on Server Rack B,Server anomaly: voltage=255.83V,False
521,2026-03-29T10:10:08.050519+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=10.43V,False
522,2026-03-29T10:10:18.077756+00:00,4,Battery Bank B,battery,UPS Room,critical,Telemetry anomaly on Battery Bank B,Battery anomaly: voltage=15.23V,False
523,2026-03-29T10:10:23.101121+00:00,6,UPS Panel 1,ups,UPS Room,critical,Telemetry anomaly on UPS Panel 1,Server anomaly: frequency=45.85Hz,False
524,2026-03-29T10:10:13.079917+00:00,7,Cooling Unit 1,cooling,Cooling Bay,critical,Telemetry anomaly on Cooling Unit 1,Server anomaly: voltage=259.89V,False
525,2026-03-29T10:10:23.095211+00:00,5,Server Rack B,server,Main Data Hall,critical,Telemetry anomaly on Server Rack B,Server anomaly: frequency=46.24Hz,False
526,2026-03-29T10:10:23.079798+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,"Server anomaly: temperature=36.99C, voltage=203.45V",False
527,2026-03-29T10:10:28.097790+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=10.42V,False
528,2026-03-29T10:10:28.122530+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: temperature=34.34C,False
529,2026-03-29T10:10:28.138781+00:00,7,Cooling Unit 1,cooling,Cooling Bay,critical,Telemetry anomaly on Cooling Unit 1,Server anomaly: frequency=52.10Hz,False
530,2026-03-29T10:10:33.174894+00:00,5,Server Rack B,server,Main Data Hall,critical,Telemetry anomaly on Server Rack B,Server anomaly: frequency=53.02Hz,False
531,2026-03-29T10:10:33.181088+00:00,6,UPS Panel 1,ups,UPS Room,critical,Telemetry anomaly on UPS Panel 1,Server anomaly: frequency=46.13Hz,False
532,2026-03-29T10:10:38.195922+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=10.46V,False
533,2026-03-29T10:10:48.522712+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,"Server anomaly: frequency=54.19Hz, pressure=3.26",False
534,2026-03-29T10:10:43.262917+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: frequency=52.91Hz,False
535,2026-03-29T10:10:48.553276+00:00,4,Battery Bank B,battery,UPS Room,critical,Telemetry anomaly on Battery Bank B,Battery anomaly: temperature=47.12C,False
536,2026-03-29T10:10:53.432133+00:00,5,Server Rack B,server,Main Data Hall,critical,Telemetry anomaly on Server Rack B,"Server anomaly: voltage=263.55V, frequency=52.91Hz, pressure=-0.89",False
537,2026-03-29T10:10:53.424761+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: frequency=53.75Hz,False
538,2026-03-29T10:10:58.496918+00:00,7,Cooling Unit 1,cooling,Cooling Bay,critical,Telemetry anomaly on Cooling Unit 1,"Server anomaly: temperature=12.78C, frequency=52.95Hz",False
539,2026-03-29T10:11:03.477497+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=15.69V,False
540,2026-03-29T10:10:58.494085+00:00,6,UPS Panel 1,ups,UPS Room,critical,Telemetry anomaly on UPS Panel 1,Server anomaly: voltage=204.34V,False
541,2026-03-29T10:11:08.497633+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: temperature=12.29C,False
542,2026-03-29T10:11:23.656989+00:00,5,Server Rack B,server,Main Data Hall,critical,Telemetry anomaly on Server Rack B,Server anomaly: frequency=47.44Hz,False
543,2026-03-29T10:11:13.512749+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=9.15C,False
544,2026-03-29T10:11:13.507256+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=10.67V,False
545,2026-03-29T10:11:33.716860+00:00,7,Cooling Unit 1,cooling,Cooling Bay,critical,Telemetry anomaly on Cooling Unit 1,Server anomaly: voltage=197.97V,False
546,2026-03-29T10:11:18.627804+00:00,6,UPS Panel 1,ups,UPS Room,critical,Telemetry anomaly on UPS Panel 1,Server anomaly: voltage=199.70V,False
547,2026-03-29T10:11:48.768049+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=-0.28,False
548,2026-03-29T10:11:38.720434+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=13.92C,False
549,2026-03-29T10:11:38.737504+00:00,5,Server Rack B,server,Main Data Hall,critical,Telemetry anomaly on Server Rack B,"Server anomaly: voltage=201.15V, frequency=53.67Hz",False
550,2026-03-29T10:11:48.771901+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: pressure=3.28,False
551,2026-03-29T10:11:58.835315+00:00,6,UPS Panel 1,ups,UPS Room,critical,Telemetry anomaly on UPS Panel 1,Server anomaly: pressure=3.87,False
552,2026-03-29T10:11:43.774689+00:00,7,Cooling Unit 1,cooling,Cooling Bay,critical,Telemetry anomaly on Cooling Unit 1,Server anomaly: temperature=36.98C,False
553,2026-03-29T10:11:53.779363+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=9.84V,False
554,2026-03-29T10:11:53.792183+00:00,4,Battery Bank B,battery,UPS Room,critical,Telemetry anomaly on Battery Bank B,Battery anomaly: voltage=10.55V,False
555,2026-03-29T10:11:58.832296+00:00,5,Server Rack B,server,Main Data Hall,critical,Telemetry anomaly on Server Rack B,Server anomaly: pressure=-0.30,False
556,2026-03-29T10:11:53.799893+00:00,7,Cooling Unit 1,cooling,Cooling Bay,critical,Telemetry anomaly on Cooling Unit 1,Server anomaly: voltage=261.28V,False
557,2026-03-29T10:11:58.821246+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=47.00Hz,False
558,2026-03-29T10:11:58.824094+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,"Server anomaly: temperature=12.56C, pressure=-0.21",False
559,2026-03-29T10:12:08.918059+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=42.47C,False
560,2026-03-29T10:12:08.942533+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,"Server anomaly: temperature=9.16C, pressure=3.73",False
561,2026-03-29T10:12:08.948193+00:00,5,Server Rack B,server,Main Data Hall,critical,Telemetry anomaly on Server Rack B,Server anomaly: pressure=-0.67,False
562,2026-03-29T10:12:08.951125+00:00,6,UPS Panel 1,ups,UPS Room,critical,Telemetry anomaly on UPS Panel 1,Server anomaly: voltage=204.43V,False
563,2026-03-29T10:12:08.953831+00:00,7,Cooling Unit 1,cooling,Cooling Bay,critical,Telemetry anomaly on Cooling Unit 1,Server anomaly: temperature=12.10C,False
564,2026-03-29T10:12:13.929731+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=13.47C,False
565,2026-03-29T10:12:18.968986+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: voltage=197.47V,False
566,2026-03-29T10:12:18.974737+00:00,5,Server Rack B,server,Main Data Hall,critical,Telemetry anomaly on Server Rack B,Server anomaly: frequency=52.17Hz,False
567,2026-03-29T10:12:24.055864+00:00,6,UPS Panel 1,ups,UPS Room,critical,Telemetry anomaly on UPS Panel 1,Server anomaly: voltage=265.93V,False
568,2026-03-29T10:12:29.046393+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: voltage=258.08V,False
569,2026-03-29T10:12:29.054919+00:00,5,Server Rack B,server,Main Data Hall,critical,Telemetry anomaly on Server Rack B,"Server anomaly: temperature=36.37C, voltage=191.36V",False
570,2026-03-29T10:12:44.130730+00:00,7,Cooling Unit 1,cooling,Cooling Bay,critical,Telemetry anomaly on Cooling Unit 1,Server anomaly: voltage=265.72V,False
571,2026-03-29T10:12:34.085260+00:00,6,UPS Panel 1,ups,UPS Room,critical,Telemetry anomaly on UPS Panel 1,Server anomaly: pressure=3.79,False
572,2026-03-29T10:12:39.086546+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=45.73C,False
573,2026-03-29T10:12:39.096949+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=3.69,False
574,2026-03-29T10:12:39.099879+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: temperature=39.33C,False
575,2026-03-29T10:12:39.102675+00:00,4,Battery Bank B,battery,UPS Room,critical,Telemetry anomaly on Battery Bank B,Battery anomaly: temperature=42.05C,False
576,2026-03-29T10:12:54.209223+00:00,5,Server Rack B,server,Main Data Hall,critical,Telemetry anomaly on Server Rack B,"Server anomaly: temperature=11.77C, frequency=52.61Hz, pressure=-0.43",False
577,2026-03-29T10:13:09.344073+00:00,6,UPS Panel 1,ups,UPS Room,critical,Telemetry anomaly on UPS Panel 1,"Server anomaly: temperature=11.89C, voltage=264.25V",False
578,2026-03-29T10:12:49.131600+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=260.30V,False
579,2026-03-29T10:12:54.202688+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: pressure=3.79,False
580,2026-03-29T10:12:54.213840+00:00,7,Cooling Unit 1,cooling,Cooling Bay,critical,Telemetry anomaly on Cooling Unit 1,Server anomaly: temperature=12.03C,False
581,2026-03-29T10:13:04.286574+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=10.17C,False
582,2026-03-29T10:13:04.290976+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,"Server anomaly: temperature=11.84C, frequency=52.63Hz",False
583,2026-03-29T10:13:14.308499+00:00,4,Battery Bank B,battery,UPS Room,critical,Telemetry anomaly on Battery Bank B,"Battery anomaly: voltage=14.99V, temperature=46.03C",False
584,2026-03-29T10:13:04.306979+00:00,7,Cooling Unit 1,cooling,Cooling Bay,critical,Telemetry anomaly on Cooling Unit 1,Server anomaly: voltage=204.49V,False
585,2026-03-29T10:13:14.295006+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=46.61C,False
586,2026-03-29T10:13:24.366105+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: frequency=47.87Hz,False
587,2026-03-29T10:13:14.317929+00:00,7,Cooling Unit 1,cooling,Cooling Bay,critical,Telemetry anomaly on Cooling Unit 1,"Server anomaly: temperature=11.39C, pressure=-0.06",False
588,2026-03-29T10:13:19.359456+00:00,6,UPS Panel 1,ups,UPS Room,critical,Telemetry anomaly on UPS Panel 1,Server anomaly: voltage=259.04V,False
589,2026-03-29T10:13:24.360578+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: pressure=-0.48,False
590,2026-03-29T10:13:24.368551+00:00,4,Battery Bank B,battery,UPS Room,critical,Telemetry anomaly on Battery Bank B,Battery anomaly: voltage=10.34V,False
591,2026-03-29T10:13:34.467497+00:00,5,Server Rack B,server,Main Data Hall,critical,Telemetry anomaly on Server Rack B,Server anomaly: frequency=52.18Hz,False
592,2026-03-29T10:13:29.429365+00:00,7,Cooling Unit 1,cooling,Cooling Bay,critical,Telemetry anomaly on Cooling Unit 1,Server anomaly: frequency=54.30Hz,False
593,2026-03-29T10:13:34.454298+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=12.95C,False
594,2026-03-29T10:13:39.488676+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: temperature=38.71C,False
595,2026-03-29T10:13:39.497445+00:00,7,Cooling Unit 1,cooling,Cooling Bay,critical,Telemetry anomaly on Cooling Unit 1,Server anomaly: frequency=47.75Hz,False
596,2026-03-29T10:13:49.584203+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: temperature=47.87C,False
597,2026-03-29T10:13:54.618357+00:00,7,Cooling Unit 1,cooling,Cooling Bay,critical,Telemetry anomaly on Cooling Unit 1,Server anomaly: temperature=39.99C,False
598,2026-03-29T10:13:54.602773+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: temperature=11.95C,False
599,2026-03-29T10:13:54.615350+00:00,6,UPS Panel 1,ups,UPS Room,critical,Telemetry anomaly on UPS Panel 1,Server anomaly: voltage=257.14V,False
600,2026-03-29T10:13:59.647892+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: pressure=3.11,False
601,2026-03-29T10:14:14.732059+00:00,4,Battery Bank B,battery,UPS Room,critical,Telemetry anomaly on Battery Bank B,Battery anomaly: voltage=10.67V,False
602,2026-03-29T10:14:09.717676+00:00,5,Server Rack B,server,Main Data Hall,critical,Telemetry anomaly on Server Rack B,Server anomaly: pressure=3.17,False
603,2026-03-29T10:14:04.668470+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: frequency=46.33Hz,False
604,2026-03-29T10:14:09.723254+00:00,7,Cooling Unit 1,cooling,Cooling Bay,critical,Telemetry anomaly on Cooling Unit 1,Server anomaly: pressure=-0.93,False
605,2026-03-29T10:14:09.684665+00:00,1,Battery Bank A,battery,Main Data Hall,critical,Telemetry anomaly on Battery Bank A,Battery anomaly: voltage=14.82V,False
606,2026-03-29T10:14:14.738788+00:00,6,UPS Panel 1,ups,UPS Room,critical,Telemetry anomaly on UPS Panel 1,Server anomaly: voltage=195.04V,False
607,2026-03-29T10:14:19.745337+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=261.02V,False
608,2026-03-29T10:14:14.725126+00:00,3,server rack b,server,data hall A,critical,Telemetry anomaly on server rack b,Server anomaly: frequency=47.45Hz,False
609,2026-03-29T10:14:24.809788+00:00,5,Server Rack B,server,Main Data Hall,critical,Telemetry anomaly on Server Rack B,Server anomaly: temperature=8.54C,False
610,2026-03-29T10:14:29.828726+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=201.56V,False
611,2026-03-29T10:14:39.890347+00:00,5,Server Rack B,server,Main Data Hall,critical,Telemetry anomaly on Server Rack B,Server anomaly: temperature=10.37C,False
612,2026-03-29T10:14:44.929568+00:00,6,UPS Panel 1,ups,UPS Room,critical,Telemetry anomaly on UPS Panel 1,Server anomaly: pressure=-0.49,False
613,2026-03-29T10:14:49.950396+00:00,2,Server Rack A,server,Main Data Hall,critical,Telemetry anomaly on Server Rack A,Server anomaly: voltage=260.77V,False
