id,di_id,equipment_id,serviceability,remarks
1408,33,15,S,No actionable issues identified
1409,33,16,S,Operating within expected limits
1410,33,17,S,Operating within expected limits
1411,33,18,S,Operating within expected limits
1412,33,19,S,Operating within expected limits
1413,33,20,S,No actionable issues identified
1414,33,21,S,Routine inspection passed
1415,33,22,S,No actionable issues identified
1416,33,23,S,Operating within expected limits
1417,33,24,U,Flagged for maintenance review
1418,33,25,S,No actionable issues identified
1419,33,26,S,Operating within expected limits
1420,33,27,S,Routine inspection passed
1421,33,28,S,Routine inspection passed
1422,33,29,S,No actionable issues identified
1423,33,30,S,Operating within expected limits
1424,33,31,S,No actionable issues identified
1425,33,32,S,Operating within expected limits
1426,33,33,S,Routine inspection passed
1427,33,34,U,Flagged for maintenance review
1428,33,35,S,Routine inspection passed
1429,33,36,S,No actionable issues identified
1430,33,37,S,Operating within expected limits
1431,33,38,S,No actionable issues identified
1432,33,39,S,Routine inspection passed
1433,33,40,S,No actionable issues identified
1434,33,41,S,Operating within expected limits
1435,33,42,S,No actionable issues identified
1436,33,43,S,Operating within expected limits
1437,33,44,S,Routine inspection passed
1438,33,45,S,No actionable issues identified
1439,33,46,S,Routine inspection passed
1440,33,47,U,Condition outside preferred threshold
1441,33,48,S,Operating within expected limits
1442,33,49,S,Operating within expected limits
1443,33,50,S,Routine inspection passed
1444,33,51,S,Operating within expected limits
1445,33,52,S,No actionable issues identified
1446,33,53,S,Operating within expected limits
1447,33,54,S,Routine inspection passed
1448,33,55,S,No actionable issues identified
1449,33,56,S,Routine inspection passed
1450,34,9,S,No actionable issues identified
1451,34,10,U,Condition outside preferred threshold
1452,34,11,S,No actionable issues identified
1453,34,12,S,No actionable issues identified
1454,34,13,S,Operating within expected limits
1455,34,14,U,Condition outside preferred threshold
1456,34,15,S,No actionable issues identified
1457,34,16,S,No actionable issues identified
1458,34,17,S,Operating within expected limits
1459,34,18,S,Operating within expected limits
1460,34,19,S,No actionable issues identified
1461,34,20,S,No actionable issues identified
1462,34,21,U,Flagged for maintenance review
1463,34,22,S,No actionable issues identified
1464,34,23,S,Operating within expected limits
1465,34,24,S,Routine inspection passed
1466,34,25,U,Flagged for maintenance review
1467,34,26,S,Operating within expected limits
1468,34,27,S,Routine inspection passed
1469,34,28,S,Routine inspection passed
1470,34,29,S,Routine inspection passed
1471,34,30,S,Routine inspection passed
1472,34,31,S,No actionable issues identified
1473,34,32,S,Operating within expected limits
1474,34,33,S,Routine inspection passed
1475,34,34,S,Routine inspection passed
1476,34,35,S,Routine inspection passed
1477,34,36,S,Routine inspection passed
1478,34,37,S,Operating within expected limits
1479,34,38,S,Routine inspection passed
1480,34,39,S,No actionable issues identified
1481,34,40,S,Routine inspection passed
1482,34,41,S,No actionable issues identified
1483,34,42,S,Routine inspection passed
1484,34,43,S,Operating within expected limits
1485,34,44,S,Operating within expected limits
1486,34,45,S,Operating within expected limits
1487,34,46,S,No actionable issues identified
1488,34,47,S,No actionable issues identified
1489,34,48,S,Routine inspection passed
1490,34,49,S,Operating within expected limits
1491,34,50,S,Routine inspection passed
1492,34,51,S,Operating within expected limits
1493,34,52,S,No actionable issues identified
1494,34,53,S,No actionable issues identified
1495,34,54,S,Operating within expected limits
1496,34,55,S,Routine inspection passed
1497,34,56,S,Operating within expected limits
1498,35,9,U,Condition outside preferred threshold
1499,35,10,S,Operating within expected limits
1500,35,11,S,Routine inspection passed
1501,35,12,S,Routine inspection passed
1502,35,13,S,Operating within expected limits
1503,35,14,S,Routine inspection passed
1504,35,15,U,Flagged for maintenance review
1505,35,16,S,Operating within expected limits
1506,35,17,S,Routine inspection passed
1507,35,18,S,No actionable issues identified
1508,35,19,S,Routine inspection passed
1509,35,20,S,Routine inspection passed
1510,35,21,S,No actionable issues identified
1511,35,22,S,Routine inspection passed
1512,35,23,S,Operating within expected limits
1513,35,24,S,Routine inspection passed
1514,35,25,S,No actionable issues identified
1515,35,26,S,No actionable issues identified
1516,35,27,S,Routine inspection passed
1517,35,28,S,Routine inspection passed
1518,35,29,S,Routine inspection passed
1519,35,30,S,Routine inspection passed
1520,35,31,S,Routine inspection passed
1521,35,32,S,No actionable issues identified
1522,35,33,S,Routine inspection passed
1523,35,34,S,No actionable issues identified
1524,35,35,S,Routine inspection passed
1525,35,36,S,Routine inspection passed
1526,35,37,S,Operating within expected limits
1527,35,38,S,No actionable issues identified
1528,35,39,S,Operating within expected limits
1529,35,40,S,Operating within expected limits
1530,35,41,S,Operating within expected limits
1531,35,42,S,Operating within expected limits
1532,35,43,S,Operating within expected limits
1533,35,44,S,No actionable issues identified
1534,35,45,S,Operating within expected limits
1535,35,46,S,Routine inspection passed
1536,35,47,U,Observed variance requiring monitoring
1537,35,48,S,Routine inspection passed
1538,35,49,S,Operating within expected limits
1539,35,50,S,No actionable issues identified
1540,35,51,S,No actionable issues identified
1541,35,52,S,Routine inspection passed
1542,35,53,U,Condition outside preferred threshold
1543,35,54,S,No actionable issues identified
1544,35,55,S,Operating within expected limits
1545,35,56,S,Operating within expected limits
1546,36,9,S,No actionable issues identified
1547,36,10,S,Routine inspection passed
1548,36,11,S,Operating within expected limits
1549,36,12,S,Operating within expected limits
1550,36,13,S,Operating within expected limits
1551,36,14,S,Operating within expected limits
1552,36,15,U,Condition outside preferred threshold
1553,36,16,S,Operating within expected limits
1554,36,17,S,Routine inspection passed
1555,36,18,S,No actionable issues identified
1556,36,19,S,Routine inspection passed
1557,36,20,U,Flagged for maintenance review
1558,36,21,S,No actionable issues identified
1559,36,22,S,Routine inspection passed
1560,36,23,S,No actionable issues identified
1561,36,24,S,Operating within expected limits
1562,36,25,S,Routine inspection passed
1563,36,26,S,Routine inspection passed
1564,36,27,S,Operating within expected limits
1565,36,28,S,Routine inspection passed
1566,36,29,S,No actionable issues identified
1567,36,30,S,Operating within expected limits
1568,36,31,S,Operating within expected limits
1569,36,32,S,No actionable issues identified
1570,36,33,S,Routine inspection passed
1571,36,34,S,Operating within expected limits
1572,36,35,S,Routine inspection passed
1573,36,36,S,No actionable issues identified
1574,36,37,S,Routine inspection passed
1575,36,38,U,Observed variance requiring monitoring
1576,36,39,S,No actionable issues identified
1577,36,40,S,Operating within expected limits
1578,36,41,S,Routine inspection passed
1579,36,42,S,No actionable issues identified
1580,36,43,S,Operating within expected limits
1581,36,44,S,No actionable issues identified
1582,36,45,S,No actionable issues identified
1583,36,46,S,Operating within expected limits
1584,36,47,S,No actionable issues identified
1585,36,48,S,Operating within expected limits
1586,36,49,S,No actionable issues identified
1587,36,50,S,Routine inspection passed
1588,36,51,S,Operating within expected limits
1589,36,52,S,Operating within expected limits
1590,36,53,S,Routine inspection passed
1591,36,54,S,Operating within expected limits
1592,36,55,S,Operating within expected limits
1593,36,56,S,Routine inspection passed
1594,37,9,U,Observed variance requiring monitoring
1595,37,10,S,Operating within expected limits
1596,37,11,S,Operating within expected limits
1597,37,12,S,Routine inspection passed
1598,37,13,S,Operating within expected limits
1599,37,14,S,Routine inspection passed
1600,37,15,S,Operating within expected limits
1601,37,16,S,Operating within expected limits
1602,37,17,S,No actionable issues identified
1603,37,18,S,No actionable issues identified
1604,37,19,U,Flagged for maintenance review
1605,37,20,S,Routine inspection passed
1606,37,21,U,Condition outside preferred threshold
1607,37,22,S,Operating within expected limits
1608,37,23,S,No actionable issues identified
1609,37,24,S,Operating within expected limits
1610,37,25,S,Operating within expected limits
1611,37,26,S,No actionable issues identified
1612,37,27,S,Operating within expected limits
1613,37,28,S,Routine inspection passed
1614,37,29,S,No actionable issues identified
1615,37,30,S,Operating within expected limits
1616,37,31,S,No actionable issues identified
1617,37,32,S,Routine inspection passed
1618,37,33,S,Routine inspection passed
1619,37,34,S,Operating within expected limits
1620,37,35,S,Operating within expected limits
1621,37,36,S,Routine inspection passed
1622,37,37,S,Routine inspection passed
1623,37,38,S,Routine inspection passed
1624,37,39,S,Routine inspection passed
1625,37,40,U,Observed variance requiring monitoring
1626,37,41,S,Operating within expected limits
1627,37,42,S,Routine inspection passed
1628,37,43,S,Routine inspection passed
1629,37,44,S,Routine inspection passed
1630,37,45,S,Operating within expected limits
1631,37,46,S,Routine inspection passed
1632,37,47,S,Routine inspection passed
1633,37,48,S,Routine inspection passed
1634,37,49,S,No actionable issues identified
1635,37,50,S,Routine inspection passed
1636,37,51,S,No actionable issues identified
1637,37,52,S,Operating within expected limits
1638,37,53,S,No actionable issues identified
1639,37,54,S,No actionable issues identified
1640,37,55,S,Routine inspection passed
1641,37,56,U,Flagged for maintenance review
1642,38,9,S,No actionable issues identified
1643,38,10,S,No actionable issues identified
1644,38,11,S,Operating within expected limits
1645,38,12,S,Operating within expected limits
1646,38,13,S,Routine inspection passed
1647,38,14,U,Flagged for maintenance review
1648,38,15,S,No actionable issues identified
1649,38,16,U,Observed variance requiring monitoring
1650,38,17,U,Flagged for maintenance review
1651,38,18,S,Routine inspection passed
1652,38,19,S,Operating within expected limits
1653,38,20,S,Operating within expected limits
1654,38,21,S,No actionable issues identified
1655,38,22,S,Operating within expected limits
1656,38,23,S,No actionable issues identified
1657,38,24,S,No actionable issues identified
1658,38,25,S,No actionable issues identified
1659,38,26,S,No actionable issues identified
1660,38,27,S,No actionable issues identified
1661,38,28,S,Routine inspection passed
1662,38,29,U,Observed variance requiring monitoring
1663,38,30,S,Routine inspection passed
1664,38,31,S,Operating within expected limits
1665,38,32,S,Operating within expected limits
1666,38,33,S,No actionable issues identified
1667,38,34,S,No actionable issues identified
1668,38,35,S,Operating within expected limits
1669,38,36,U,Flagged for maintenance review
1670,38,37,S,No actionable issues identified
1671,38,38,S,No actionable issues identified
1672,38,39,S,No actionable issues identified
1673,38,40,S,Routine inspection passed
1674,38,41,S,Operating within expected limits
1675,38,42,S,No actionable issues identified
1676,38,43,S,Routine inspection passed
1677,38,44,U,Observed variance requiring monitoring
1678,38,45,S,No actionable issues identified
1679,38,46,S,Routine inspection passed
1680,38,47,S,Routine inspection passed
1681,38,48,S,Routine inspection passed
1682,38,49,S,Operating within expected limits
1683,38,50,S,No actionable issues identified
1684,38,51,S,Operating within expected limits
1685,38,52,S,Routine inspection passed
1686,38,53,S,Routine inspection passed
1687,38,54,U,Flagged for maintenance review
1688,38,55,U,Flagged for maintenance review
1689,38,56,S,Operating within expected limits
1690,39,9,S,Operating within expected limits
1691,39,10,S,Routine inspection passed
1692,39,11,S,No actionable issues identified
1693,39,12,S,Routine inspection passed
1694,39,13,S,Operating within expected limits
1695,39,14,S,Operating within expected limits
1696,39,15,S,No actionable issues identified
1697,39,16,U,Observed variance requiring monitoring
1698,39,17,S,Routine inspection passed
1699,39,18,S,No actionable issues identified
1700,39,19,S,No actionable issues identified
1701,39,20,S,Operating within expected limits
1702,39,21,S,Operating within expected limits
1703,39,22,S,Operating within expected limits
1704,39,23,S,Routine inspection passed
1705,39,24,S,Operating within expected limits
1706,39,25,S,Operating within expected limits
1707,39,26,S,Routine inspection passed
1708,39,27,S,Routine inspection passed
1709,39,28,S,No actionable issues identified
1710,39,29,S,Routine inspection passed
1711,39,30,S,Routine inspection passed
1712,39,31,S,Routine inspection passed
1713,39,32,S,Routine inspection passed
1714,39,33,S,Routine inspection passed
1715,39,34,S,No actionable issues identified
1716,39,35,S,Operating within expected limits
1717,39,36,S,Operating within expected limits
1718,39,37,S,Routine inspection passed
1719,39,38,S,No actionable issues identified
1720,39,39,U,Condition outside preferred threshold
1721,39,40,S,Routine inspection passed
1722,39,41,S,Routine inspection passed
1723,39,42,S,Operating within expected limits
1724,39,43,S,Routine inspection passed
1725,39,44,S,Routine inspection passed
1726,39,45,S,Operating within expected limits
1727,39,46,S,Operating within expected limits
1728,39,47,S,Routine inspection passed
1729,39,48,S,Operating within expected limits
1730,39,49,S,Routine inspection passed
1731,39,50,S,No actionable issues identified
1732,39,51,S,Operating within expected limits
1733,39,52,S,No actionable issues identified
1734,39,53,S,No actionable issues identified
1735,39,54,S,Routine inspection passed
1736,39,55,S,Routine inspection passed
1737,39,56,S,No actionable issues identified
1738,40,9,S,Operating within expected limits
1739,40,10,S,Operating within expected limits
1740,40,11,S,No actionable issues identified
1741,40,12,S,Routine inspection passed
1742,40,13,S,No actionable issues identified
1743,40,14,S,No actionable issues identified
1744,40,15,S,Operating within expected limits
1745,40,16,S,Operating within expected limits
1746,40,17,S,No actionable issues identified
1747,40,18,S,Operating within expected limits
1748,40,19,S,No actionable issues identified
1749,40,20,S,No actionable issues identified
1750,40,21,S,Routine inspection passed
1751,40,22,S,No actionable issues identified
1752,40,23,S,No actionable issues identified
1753,40,24,S,No actionable issues identified
1754,40,25,S,Operating within expected limits
1755,40,26,S,Operating within expected limits
1756,40,27,S,Routine inspection passed
1757,40,28,S,Operating within expected limits
1758,40,29,S,No actionable issues identified
1759,40,30,S,Routine inspection passed
1760,40,31,S,No actionable issues identified
1761,40,32,S,Routine inspection passed
1762,40,33,S,No actionable issues identified
1763,40,34,S,Operating within expected limits
1764,40,35,S,No actionable issues identified
1765,40,36,S,Routine inspection passed
1766,40,37,S,Routine inspection passed
1767,40,38,S,Routine inspection passed
1768,40,39,S,No actionable issues identified
1769,40,40,S,Operating within expected limits
1770,40,41,S,No actionable issues identified
1771,40,42,S,Operating within expected limits
1772,40,43,U,Flagged for maintenance review
1773,40,44,S,Operating within expected limits
1774,40,45,S,Operating within expected limits
1775,40,46,S,Operating within expected limits
1776,40,47,S,Operating within expected limits
1777,40,48,S,Routine inspection passed
1778,40,49,S,No actionable issues identified
1779,40,50,S,No actionable issues identified
1780,40,51,S,Routine inspection passed
1781,40,52,S,Routine inspection passed
1782,40,53,U,Condition outside preferred threshold
1783,40,54,S,Routine inspection passed
1784,40,55,S,No actionable issues identified
1785,40,56,S,Routine inspection passed
1786,41,9,S,Operating within expected limits
1787,41,10,S,No actionable issues identified
1788,41,11,S,No actionable issues identified
1789,41,12,S,Operating within expected limits
1790,41,13,S,Operating within expected limits
1791,41,14,S,Routine inspection passed
1792,41,15,S,Operating within expected limits
1793,41,16,U,Observed variance requiring monitoring
1794,41,17,S,Operating within expected limits
1795,41,18,S,Operating within expected limits
1796,41,19,S,No actionable issues identified
1797,41,20,S,Routine inspection passed
1798,41,21,S,Routine inspection passed
1799,41,22,S,Operating within expected limits
1800,41,23,U,Observed variance requiring monitoring
1801,41,24,S,Operating within expected limits
1802,41,25,S,Operating within expected limits
1803,41,26,U,Observed variance requiring monitoring
1804,41,27,S,No actionable issues identified
1805,41,28,S,Routine inspection passed
1806,41,29,S,Operating within expected limits
1807,41,30,S,Operating within expected limits
1808,41,31,U,Observed variance requiring monitoring
1809,41,32,S,Operating within expected limits
1810,41,33,S,Routine inspection passed
1811,41,34,S,Operating within expected limits
1812,41,35,S,No actionable issues identified
1813,41,36,S,No actionable issues identified
1814,41,37,S,No actionable issues identified
1815,41,38,U,Flagged for maintenance review
1816,41,39,U,Observed variance requiring monitoring
1817,41,40,S,No actionable issues identified
1818,41,41,S,Operating within expected limits
1819,41,42,S,Routine inspection passed
1820,41,43,S,Routine inspection passed
1821,41,44,S,Operating within expected limits
1822,41,45,S,Operating within expected limits
1823,41,46,S,No actionable issues identified
1824,41,47,S,Operating within expected limits
1825,41,48,S,Routine inspection passed
1826,41,49,S,No actionable issues identified
1827,41,50,S,No actionable issues identified
1828,41,51,S,No actionable issues identified
1829,41,52,S,Routine inspection passed
1830,41,53,S,Operating within expected limits
1831,41,54,S,No actionable issues identified
1832,41,55,S,No actionable issues identified
1833,41,56,S,Operating within expected limits
1834,42,9,S,Operating within expected limits
1835,42,10,S,Routine inspection passed
1836,42,11,S,No actionable issues identified
1837,42,12,S,Routine inspection passed
1838,42,13,S,Operating within expected limits
1839,42,14,S,No actionable issues identified
1840,42,15,S,Operating within expected limits
1841,42,16,S,No actionable issues identified
1842,42,17,S,Operating within expected limits
1843,42,18,S,Operating within expected limits
1844,42,19,S,No actionable issues identified
1845,42,20,S,Operating within expected limits
1846,42,21,S,Routine inspection passed
1847,42,22,U,Flagged for maintenance review
1848,42,23,S,No actionable issues identified
1849,42,24,S,Operating within expected limits
1850,42,25,S,No actionable issues identified
1851,42,26,S,Routine inspection passed
1852,42,27,S,Operating within expected limits
1853,42,28,S,Routine inspection passed
1854,42,29,S,Routine inspection passed
1855,42,30,S,Routine inspection passed
1856,42,31,S,No actionable issues identified
1857,42,32,S,Routine inspection passed
1858,42,33,S,No actionable issues identified
1859,42,34,S,Operating within expected limits
1860,42,35,S,No actionable issues identified
1861,42,36,S,No actionable issues identified
1862,42,37,S,Routine inspection passed
1863,42,38,U,Flagged for maintenance review
1864,42,39,S,Routine inspection passed
1865,42,40,S,No actionable issues identified
1866,42,41,S,No actionable issues identified
1867,42,42,S,No actionable issues identified
1868,42,43,S,Routine inspection passed
1869,42,44,S,Routine inspection passed
1870,42,45,S,No actionable issues identified
1871,42,46,S,Operating within expected limits
1872,42,47,S,No actionable issues identified
1873,42,48,S,No actionable issues identified
1874,42,49,S,Operating within expected limits
1875,42,50,S,Operating within expected limits
1876,42,51,S,Routine inspection passed
1877,42,52,S,Operating within expected limits
1878,42,53,S,Routine inspection passed
1879,42,54,S,No actionable issues identified
1880,42,55,S,No actionable issues identified
1881,42,56,S,Operating within expected limits
1882,43,9,S,Routine inspection passed
1883,43,10,S,No actionable issues identified
1884,43,11,S,Operating within expected limits
1885,43,12,S,Routine inspection passed
1886,43,13,S,No actionable issues identified
1887,43,14,S,Routine inspection passed
1888,43,15,U,Observed variance requiring monitoring
1889,43,16,S,Operating within expected limits
1890,43,17,S,Operating within expected limits
1891,43,18,S,Operating within expected limits
1892,43,19,S,Routine inspection passed
1893,43,20,S,Routine inspection passed
1894,43,21,S,Operating within expected limits
1895,43,22,S,Operating within expected limits
1896,43,23,S,Operating within expected limits
1897,43,24,S,Operating within expected limits
1898,43,25,U,Condition outside preferred threshold
1899,43,26,S,Operating within expected limits
1900,43,27,U,Condition outside preferred threshold
1901,43,28,S,Operating within expected limits
1902,43,29,S,Routine inspection passed
1903,43,30,S,Operating within expected limits
1904,43,31,U,Observed variance requiring monitoring
1905,43,32,S,Routine inspection passed
1906,43,33,S,Operating within expected limits
1907,43,34,S,No actionable issues identified
1908,43,35,U,Condition outside preferred threshold
1909,43,36,S,No actionable issues identified
1910,43,37,S,No actionable issues identified
1911,43,38,S,Routine inspection passed
1912,43,39,S,Routine inspection passed
1913,43,40,S,Operating within expected limits
1914,43,41,S,No actionable issues identified
1915,43,42,S,Operating within expected limits
1916,43,43,S,Operating within expected limits
1917,43,44,S,No actionable issues identified
1918,43,45,S,Operating within expected limits
1919,43,46,S,Routine inspection passed
1920,43,47,S,Operating within expected limits
1921,43,48,S,No actionable issues identified
1922,43,49,S,No actionable issues identified
1923,43,50,S,Routine inspection passed
1924,43,51,S,Operating within expected limits
1925,43,52,S,Operating within expected limits
1926,43,53,U,Observed variance requiring monitoring
1927,43,54,S,No actionable issues identified
1928,43,55,S,No actionable issues identified
1929,43,56,S,Routine inspection passed
1930,44,9,S,Operating within expected limits
1931,44,10,S,Operating within expected limits
1932,44,11,S,No actionable issues identified
1933,44,12,S,Routine inspection passed
1934,44,13,S,Operating within expected limits
1935,44,14,S,Operating within expected limits
1936,44,15,S,No actionable issues identified
1937,44,16,S,Routine inspection passed
1938,44,17,S,Routine inspection passed
1939,44,18,S,No actionable issues identified
1940,44,19,U,Condition outside preferred threshold
1941,44,20,S,Operating within expected limits
1942,44,21,S,No actionable issues identified
1943,44,22,S,Operating within expected limits
1944,44,23,S,Operating within expected limits
1945,44,24,U,Observed variance requiring monitoring
1946,44,25,S,Operating within expected limits
1947,44,26,S,Operating within expected limits
1948,44,27,S,Operating within expected limits
1949,44,28,S,No actionable issues identified
1950,44,29,S,No actionable issues identified
1951,44,30,S,Routine inspection passed
1952,44,31,S,Operating within expected limits
1953,44,32,U,Observed variance requiring monitoring
1954,44,33,S,No actionable issues identified
1955,44,34,S,Routine inspection passed
1956,44,35,S,Operating within expected limits
1957,44,36,S,Operating within expected limits
1958,44,37,S,Operating within expected limits
1959,44,38,S,No actionable issues identified
1960,44,39,S,Routine inspection passed
1961,44,40,S,Operating within expected limits
1962,44,41,S,No actionable issues identified
1963,44,42,S,No actionable issues identified
1964,44,43,S,Operating within expected limits
1965,44,44,S,No actionable issues identified
1966,44,45,S,Operating within expected limits
1967,44,46,S,No actionable issues identified
1968,44,47,S,Operating within expected limits
1969,44,48,S,Operating within expected limits
1970,44,49,S,Routine inspection passed
1971,44,50,U,Observed variance requiring monitoring
1972,44,51,U,Condition outside preferred threshold
1973,44,52,S,No actionable issues identified
1974,44,53,S,Operating within expected limits
1975,44,54,S,Operating within expected limits
1976,44,55,S,Routine inspection passed
1977,44,56,S,Routine inspection passed
1978,45,9,S,No actionable issues identified
1979,45,10,S,No actionable issues identified
1980,45,11,S,Operating within expected limits
1981,45,12,S,Operating within expected limits
1982,45,13,S,Operating within expected limits
1983,45,14,S,Operating within expected limits
1984,45,15,S,Routine inspection passed
1985,45,16,S,Routine inspection passed
1986,45,17,S,No actionable issues identified
1987,45,18,S,No actionable issues identified
1988,45,19,S,Operating within expected limits
1989,45,20,S,Operating within expected limits
1990,45,21,S,Operating within expected limits
1991,45,22,S,Operating within expected limits
1992,45,23,S,Routine inspection passed
1993,45,24,S,No actionable issues identified
1994,45,25,U,Observed variance requiring monitoring
1995,45,26,U,Observed variance requiring monitoring
1996,45,27,S,Operating within expected limits
1997,45,28,S,Operating within expected limits
1998,45,29,S,No actionable issues identified
1999,45,30,S,Routine inspection passed
2000,45,31,S,No actionable issues identified
2001,45,32,U,Flagged for maintenance review
2002,45,33,S,Operating within expected limits
2003,45,34,S,Operating within expected limits
2004,45,35,S,Routine inspection passed
2005,45,36,S,No actionable issues identified
2006,45,37,S,No actionable issues identified
2007,45,38,S,No actionable issues identified
2008,45,39,S,Operating within expected limits
2009,45,40,S,Operating within expected limits
2010,45,41,S,No actionable issues identified
2011,45,42,S,Routine inspection passed
2012,45,43,S,Routine inspection passed
2013,45,44,S,Operating within expected limits
2014,45,45,S,Operating within expected limits
2015,45,46,S,Operating within expected limits
2016,45,47,S,Operating within expected limits
2017,45,48,S,Operating within expected limits
2018,45,49,S,Routine inspection passed
2019,45,50,S,No actionable issues identified
2020,45,51,S,No actionable issues identified
2021,45,52,S,Routine inspection passed
2022,45,53,S,Routine inspection passed
2023,45,54,U,Condition outside preferred threshold
2024,45,55,U,Condition outside preferred threshold
2025,45,56,S,Operating within expected limits
2026,46,9,S,Operating within expected limits
2027,46,10,U,Condition outside preferred threshold
2028,46,11,S,No actionable issues identified
2029,46,12,S,No actionable issues identified
2030,46,13,S,Routine inspection passed
2031,46,14,U,Flagged for maintenance review
2032,46,15,S,No actionable issues identified
2033,46,16,S,Operating within expected limits
2034,46,17,S,Operating within expected limits
2035,46,18,S,No actionable issues identified
2036,46,19,S,No actionable issues identified
2037,46,20,S,Operating within expected limits
2038,46,21,S,No actionable issues identified
2039,46,22,S,No actionable issues identified
2040,46,23,S,No actionable issues identified
2041,46,24,U,Flagged for maintenance review
2042,46,25,S,Routine inspection passed
2043,46,26,S,No actionable issues identified
2044,46,27,S,No actionable issues identified
2045,46,28,S,Operating within expected limits
2046,46,29,S,No actionable issues identified
2047,46,30,S,Operating within expected limits
2048,46,31,S,No actionable issues identified
2049,46,32,S,No actionable issues identified
2050,46,33,S,No actionable issues identified
2051,46,34,S,Routine inspection passed
2052,46,35,S,No actionable issues identified
2053,46,36,S,Operating within expected limits
2054,46,37,U,Condition outside preferred threshold
2055,46,38,S,No actionable issues identified
2056,46,39,S,Routine inspection passed
2057,46,40,S,Operating within expected limits
2058,46,41,S,Operating within expected limits
2059,46,42,S,Operating within expected limits
2060,46,43,S,Routine inspection passed
2061,46,44,S,No actionable issues identified
2062,46,45,S,Operating within expected limits
2063,46,46,S,Operating within expected limits
2064,46,47,S,Operating within expected limits
2065,46,48,S,No actionable issues identified
2066,46,49,U,Condition outside preferred threshold
2067,46,50,S,Routine inspection passed
2068,46,51,S,Operating within expected limits
2069,46,52,S,Routine inspection passed
2070,46,53,U,Flagged for maintenance review
2071,46,54,S,Routine inspection passed
2072,46,55,S,No actionable issues identified
2073,46,56,S,Routine inspection passed
2074,47,9,S,No actionable issues identified
2075,47,10,S,No actionable issues identified
2076,47,11,S,Routine inspection passed
2077,47,12,S,Routine inspection passed
2078,47,13,S,Routine inspection passed
2079,47,14,S,Routine inspection passed
2080,47,15,S,Operating within expected limits
2081,47,16,U,Observed variance requiring monitoring
2082,47,17,S,No actionable issues identified
2083,47,18,S,Routine inspection passed
2084,47,19,S,Operating within expected limits
2085,47,20,S,Operating within expected limits
2086,47,21,S,No actionable issues identified
2087,47,22,S,Routine inspection passed
2088,47,23,S,No actionable issues identified
2089,47,24,S,Routine inspection passed
2090,47,25,S,Operating within expected limits
2091,47,26,S,Operating within expected limits
2092,47,27,S,Operating within expected limits
2093,47,28,S,No actionable issues identified
2094,47,29,S,Operating within expected limits
2095,47,30,S,Operating within expected limits
2096,47,31,S,No actionable issues identified
2097,47,32,S,Routine inspection passed
2098,47,33,S,Operating within expected limits
2099,47,34,S,Routine inspection passed
2100,47,35,S,Routine inspection passed
2101,47,36,S,Operating within expected limits
2102,47,37,S,Operating within expected limits
2103,47,38,S,Routine inspection passed
2104,47,39,S,Routine inspection passed
2105,47,40,S,No actionable issues identified
2106,47,41,S,Operating within expected limits
2107,47,42,S,No actionable issues identified
2108,47,43,S,Routine inspection passed
2109,47,44,S,Routine inspection passed
2110,47,45,S,No actionable issues identified
2111,47,46,S,Routine inspection passed
2112,47,47,S,Operating within expected limits
2113,47,48,S,Routine inspection passed
2114,47,49,S,Operating within expected limits
2115,47,50,S,No actionable issues identified
2116,47,51,S,Routine inspection passed
2117,47,52,S,Routine inspection passed
2118,47,53,S,Operating within expected limits
2119,47,54,U,Observed variance requiring monitoring
2120,47,55,S,Routine inspection passed
2121,47,56,S,No actionable issues identified
2122,48,9,S,No actionable issues identified
2123,48,10,S,Routine inspection passed
2124,48,11,S,No actionable issues identified
2125,48,12,S,Routine inspection passed
2126,48,13,S,Routine inspection passed
2127,48,14,S,Routine inspection passed
2128,48,15,S,No actionable issues identified
2129,48,16,S,No actionable issues identified
2130,48,17,U,Condition outside preferred threshold
2131,48,18,S,Operating within expected limits
2132,48,19,U,Condition outside preferred threshold
2133,48,20,S,Routine inspection passed
2134,48,21,S,Routine inspection passed
2135,48,22,U,Condition outside preferred threshold
2136,48,23,S,No actionable issues identified
2137,48,24,S,Routine inspection passed
2138,48,25,S,Operating within expected limits
2139,48,26,S,Operating within expected limits
2140,48,27,S,No actionable issues identified
2141,48,28,S,No actionable issues identified
2142,48,29,S,Operating within expected limits
2143,48,30,S,Routine inspection passed
2144,48,31,S,Routine inspection passed
2145,48,32,S,Operating within expected limits
2146,48,33,S,Operating within expected limits
2147,48,34,S,No actionable issues identified
2148,48,35,S,Operating within expected limits
2149,48,36,S,No actionable issues identified
2150,48,37,S,Routine inspection passed
2151,48,38,S,No actionable issues identified
2152,48,39,S,Routine inspection passed
2153,48,40,S,Routine inspection passed
2154,48,41,U,Flagged for maintenance review
2155,48,42,S,Operating within expected limits
2156,48,43,S,No actionable issues identified
2157,48,44,S,Operating within expected limits
2158,48,45,S,Operating within expected limits
2159,48,46,S,Operating within expected limits
2160,48,47,S,No actionable issues identified
2161,48,48,S,No actionable issues identified
2162,48,49,S,Operating within expected limits
2163,48,50,S,No actionable issues identified
2164,48,51,S,Operating within expected limits
2165,48,52,S,Routine inspection passed
2166,48,53,S,Operating within expected limits
2167,48,54,S,Operating within expected limits
2168,48,55,S,Routine inspection passed
2169,48,56,S,Operating within expected limits
2170,49,9,S,No actionable issues identified
2171,49,10,S,Routine inspection passed
2172,49,11,S,Routine inspection passed
