di_log_id,inspection_id,inspection_date,inspection_status,inspection_created_at,created_by_user_id,created_by_username,equipment_id,equipment_name,equipment_type,place,serviceability,remarks
1831,41,2025-12-17,completed,2025-12-17T20:30:00,9,tableau_operator04,54,Demo Network Core 02,network,Network Core,S,No actionable issues identified
1832,41,2025-12-17,completed,2025-12-17T20:30:00,9,tableau_operator04,55,Demo Network Core 03,network,Network Core,S,No actionable issues identified
1833,41,2025-12-17,completed,2025-12-17T20:30:00,9,tableau_operator04,56,Demo Network Core 04,network,Network Core,S,Operating within expected limits
1834,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,9,Demo Server Rack A01,server,Compute Hall A,S,Operating within expected limits
1835,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,10,Demo Server Rack A02,server,Compute Hall A,S,Routine inspection passed
1836,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,11,Demo Server Rack A03,server,Compute Hall A,S,No actionable issues identified
1837,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,12,Demo Server Rack A04,server,Compute Hall A,S,Routine inspection passed
1838,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,13,Demo Server Rack A05,server,Compute Hall A,S,Operating within expected limits
1839,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,14,Demo Server Rack A06,server,Compute Hall A,S,No actionable issues identified
1840,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,15,Demo Server Rack A07,server,Compute Hall A,S,Operating within expected limits
1841,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,16,Demo Server Rack A08,server,Compute Hall A,S,No actionable issues identified
1842,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,17,Demo Server Rack B01,server,Compute Hall B,S,Operating within expected limits
1843,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,18,Demo Server Rack B02,server,Compute Hall B,S,Operating within expected limits
1844,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,19,Demo Server Rack B03,server,Compute Hall B,S,No actionable issues identified
1845,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,20,Demo Server Rack B04,server,Compute Hall B,S,Operating within expected limits
1846,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,21,Demo Server Rack B05,server,Compute Hall B,S,Routine inspection passed
1847,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,22,Demo Server Rack B06,server,Compute Hall B,U,Flagged for maintenance review
1848,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,23,Demo Server Rack B07,server,Compute Hall B,S,No actionable issues identified
1849,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,24,Demo Server Rack B08,server,Compute Hall B,S,Operating within expected limits
1850,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,25,Demo Server Rack C01,server,Compute Hall C,S,No actionable issues identified
1851,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,26,Demo Server Rack C02,server,Compute Hall C,S,Routine inspection passed
1852,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,27,Demo Server Rack C03,server,Compute Hall C,S,Operating within expected limits
1853,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,28,Demo Server Rack C04,server,Compute Hall C,S,Routine inspection passed
1854,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,29,Demo Server Rack C05,server,Compute Hall C,S,Routine inspection passed
1855,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,30,Demo Server Rack C06,server,Compute Hall C,S,Routine inspection passed
1856,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,31,Demo Server Rack C07,server,Compute Hall C,S,No actionable issues identified
1857,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,32,Demo Server Rack C08,server,Compute Hall C,S,Routine inspection passed
1858,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,33,Demo Battery Bank 01,battery,UPS Room East,S,No actionable issues identified
1859,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,34,Demo Battery Bank 02,battery,UPS Room West,S,Operating within expected limits
1860,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,35,Demo Battery Bank 03,battery,UPS Room East,S,No actionable issues identified
1861,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,36,Demo Battery Bank 04,battery,UPS Room West,S,No actionable issues identified
1862,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,37,Demo Battery Bank 05,battery,UPS Room East,S,Routine inspection passed
1863,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,38,Demo Battery Bank 06,battery,UPS Room West,U,Flagged for maintenance review
1864,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,39,Demo Battery Bank 07,battery,UPS Room East,S,Routine inspection passed
1865,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,40,Demo Battery Bank 08,battery,UPS Room West,S,No actionable issues identified
1866,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,41,Demo UPS Panel 01,ups,UPS Room East,S,No actionable issues identified
1867,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,42,Demo UPS Panel 02,ups,UPS Room West,S,No actionable issues identified
1868,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,43,Demo UPS Panel 03,ups,UPS Room East,S,Routine inspection passed
1869,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,44,Demo UPS Panel 04,ups,UPS Room West,S,Routine inspection passed
1870,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,45,Demo UPS Panel 05,ups,UPS Room East,S,No actionable issues identified
1871,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,46,Demo UPS Panel 06,ups,UPS Room West,S,Operating within expected limits
1872,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,47,Demo Cooling Unit 01,cooling,Cooling Plant 1,S,No actionable issues identified
1873,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,48,Demo Cooling Unit 02,cooling,Cooling Plant 2,S,No actionable issues identified
1874,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,49,Demo Cooling Unit 03,cooling,Cooling Plant 1,S,Operating within expected limits
1875,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,50,Demo Cooling Unit 04,cooling,Cooling Plant 2,S,Operating within expected limits
1876,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,51,Demo Cooling Unit 05,cooling,Cooling Plant 1,S,Routine inspection passed
1877,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,52,Demo Cooling Unit 06,cooling,Cooling Plant 2,S,Operating within expected limits
1878,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,53,Demo Network Core 01,network,Network Core,S,Routine inspection passed
1879,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,54,Demo Network Core 02,network,Network Core,S,No actionable issues identified
1880,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,55,Demo Network Core 03,network,Network Core,S,No actionable issues identified
1881,42,2025-12-18,completed,2025-12-18T08:30:00,7,tableau_operator02,56,Demo Network Core 04,network,Network Core,S,Operating within expected limits
1882,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,9,Demo Server Rack A01,server,Compute Hall A,S,Routine inspection passed
1883,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,10,Demo Server Rack A02,server,Compute Hall A,S,No actionable issues identified
1884,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,11,Demo Server Rack A03,server,Compute Hall A,S,Operating within expected limits
1885,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,12,Demo Server Rack A04,server,Compute Hall A,S,Routine inspection passed
1886,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,13,Demo Server Rack A05,server,Compute Hall A,S,No actionable issues identified
1887,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,14,Demo Server Rack A06,server,Compute Hall A,S,Routine inspection passed
1888,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,15,Demo Server Rack A07,server,Compute Hall A,U,Observed variance requiring monitoring
1889,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,16,Demo Server Rack A08,server,Compute Hall A,S,Operating within expected limits
1890,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,17,Demo Server Rack B01,server,Compute Hall B,S,Operating within expected limits
1891,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,18,Demo Server Rack B02,server,Compute Hall B,S,Operating within expected limits
1892,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,19,Demo Server Rack B03,server,Compute Hall B,S,Routine inspection passed
1893,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,20,Demo Server Rack B04,server,Compute Hall B,S,Routine inspection passed
1894,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,21,Demo Server Rack B05,server,Compute Hall B,S,Operating within expected limits
1895,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,22,Demo Server Rack B06,server,Compute Hall B,S,Operating within expected limits
1896,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,23,Demo Server Rack B07,server,Compute Hall B,S,Operating within expected limits
1897,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,24,Demo Server Rack B08,server,Compute Hall B,S,Operating within expected limits
1898,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,25,Demo Server Rack C01,server,Compute Hall C,U,Condition outside preferred threshold
1899,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,26,Demo Server Rack C02,server,Compute Hall C,S,Operating within expected limits
1900,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,27,Demo Server Rack C03,server,Compute Hall C,U,Condition outside preferred threshold
1901,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,28,Demo Server Rack C04,server,Compute Hall C,S,Operating within expected limits
1902,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,29,Demo Server Rack C05,server,Compute Hall C,S,Routine inspection passed
1903,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,30,Demo Server Rack C06,server,Compute Hall C,S,Operating within expected limits
1904,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,31,Demo Server Rack C07,server,Compute Hall C,U,Observed variance requiring monitoring
1905,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,32,Demo Server Rack C08,server,Compute Hall C,S,Routine inspection passed
1906,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,33,Demo Battery Bank 01,battery,UPS Room East,S,Operating within expected limits
1907,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,34,Demo Battery Bank 02,battery,UPS Room West,S,No actionable issues identified
1908,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,35,Demo Battery Bank 03,battery,UPS Room East,U,Condition outside preferred threshold
1909,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,36,Demo Battery Bank 04,battery,UPS Room West,S,No actionable issues identified
1910,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,37,Demo Battery Bank 05,battery,UPS Room East,S,No actionable issues identified
1911,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,38,Demo Battery Bank 06,battery,UPS Room West,S,Routine inspection passed
1912,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,39,Demo Battery Bank 07,battery,UPS Room East,S,Routine inspection passed
1913,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,40,Demo Battery Bank 08,battery,UPS Room West,S,Operating within expected limits
1914,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,41,Demo UPS Panel 01,ups,UPS Room East,S,No actionable issues identified
1915,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,42,Demo UPS Panel 02,ups,UPS Room West,S,Operating within expected limits
1916,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,43,Demo UPS Panel 03,ups,UPS Room East,S,Operating within expected limits
1917,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,44,Demo UPS Panel 04,ups,UPS Room West,S,No actionable issues identified
1918,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,45,Demo UPS Panel 05,ups,UPS Room East,S,Operating within expected limits
1919,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,46,Demo UPS Panel 06,ups,UPS Room West,S,Routine inspection passed
1920,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,47,Demo Cooling Unit 01,cooling,Cooling Plant 1,S,Operating within expected limits
1921,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,48,Demo Cooling Unit 02,cooling,Cooling Plant 2,S,No actionable issues identified
1922,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,49,Demo Cooling Unit 03,cooling,Cooling Plant 1,S,No actionable issues identified
1923,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,50,Demo Cooling Unit 04,cooling,Cooling Plant 2,S,Routine inspection passed
1924,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,51,Demo Cooling Unit 05,cooling,Cooling Plant 1,S,Operating within expected limits
1925,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,52,Demo Cooling Unit 06,cooling,Cooling Plant 2,S,Operating within expected limits
1926,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,53,Demo Network Core 01,network,Network Core,U,Observed variance requiring monitoring
1927,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,54,Demo Network Core 02,network,Network Core,S,No actionable issues identified
1928,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,55,Demo Network Core 03,network,Network Core,S,No actionable issues identified
1929,43,2025-12-18,completed,2025-12-18T20:30:00,8,tableau_operator03,56,Demo Network Core 04,network,Network Core,S,Routine inspection passed
1930,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,9,Demo Server Rack A01,server,Compute Hall A,S,Operating within expected limits
1931,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,10,Demo Server Rack A02,server,Compute Hall A,S,Operating within expected limits
1932,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,11,Demo Server Rack A03,server,Compute Hall A,S,No actionable issues identified
1933,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,12,Demo Server Rack A04,server,Compute Hall A,S,Routine inspection passed
1934,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,13,Demo Server Rack A05,server,Compute Hall A,S,Operating within expected limits
1935,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,14,Demo Server Rack A06,server,Compute Hall A,S,Operating within expected limits
1936,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,15,Demo Server Rack A07,server,Compute Hall A,S,No actionable issues identified
1937,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,16,Demo Server Rack A08,server,Compute Hall A,S,Routine inspection passed
1938,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,17,Demo Server Rack B01,server,Compute Hall B,S,Routine inspection passed
1939,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,18,Demo Server Rack B02,server,Compute Hall B,S,No actionable issues identified
1940,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,19,Demo Server Rack B03,server,Compute Hall B,U,Condition outside preferred threshold
1941,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,20,Demo Server Rack B04,server,Compute Hall B,S,Operating within expected limits
1942,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,21,Demo Server Rack B05,server,Compute Hall B,S,No actionable issues identified
1943,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,22,Demo Server Rack B06,server,Compute Hall B,S,Operating within expected limits
1944,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,23,Demo Server Rack B07,server,Compute Hall B,S,Operating within expected limits
1945,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,24,Demo Server Rack B08,server,Compute Hall B,U,Observed variance requiring monitoring
1946,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,25,Demo Server Rack C01,server,Compute Hall C,S,Operating within expected limits
1947,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,26,Demo Server Rack C02,server,Compute Hall C,S,Operating within expected limits
1948,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,27,Demo Server Rack C03,server,Compute Hall C,S,Operating within expected limits
1949,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,28,Demo Server Rack C04,server,Compute Hall C,S,No actionable issues identified
1950,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,29,Demo Server Rack C05,server,Compute Hall C,S,No actionable issues identified
1951,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,30,Demo Server Rack C06,server,Compute Hall C,S,Routine inspection passed
1952,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,31,Demo Server Rack C07,server,Compute Hall C,S,Operating within expected limits
1953,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,32,Demo Server Rack C08,server,Compute Hall C,U,Observed variance requiring monitoring
1954,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,33,Demo Battery Bank 01,battery,UPS Room East,S,No actionable issues identified
1955,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,34,Demo Battery Bank 02,battery,UPS Room West,S,Routine inspection passed
1956,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,35,Demo Battery Bank 03,battery,UPS Room East,S,Operating within expected limits
1957,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,36,Demo Battery Bank 04,battery,UPS Room West,S,Operating within expected limits
1958,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,37,Demo Battery Bank 05,battery,UPS Room East,S,Operating within expected limits
1959,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,38,Demo Battery Bank 06,battery,UPS Room West,S,No actionable issues identified
1960,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,39,Demo Battery Bank 07,battery,UPS Room East,S,Routine inspection passed
1961,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,40,Demo Battery Bank 08,battery,UPS Room West,S,Operating within expected limits
1962,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,41,Demo UPS Panel 01,ups,UPS Room East,S,No actionable issues identified
1963,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,42,Demo UPS Panel 02,ups,UPS Room West,S,No actionable issues identified
1964,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,43,Demo UPS Panel 03,ups,UPS Room East,S,Operating within expected limits
1965,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,44,Demo UPS Panel 04,ups,UPS Room West,S,No actionable issues identified
1966,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,45,Demo UPS Panel 05,ups,UPS Room East,S,Operating within expected limits
1967,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,46,Demo UPS Panel 06,ups,UPS Room West,S,No actionable issues identified
1968,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,47,Demo Cooling Unit 01,cooling,Cooling Plant 1,S,Operating within expected limits
1969,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,48,Demo Cooling Unit 02,cooling,Cooling Plant 2,S,Operating within expected limits
1970,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,49,Demo Cooling Unit 03,cooling,Cooling Plant 1,S,Routine inspection passed
1971,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,50,Demo Cooling Unit 04,cooling,Cooling Plant 2,U,Observed variance requiring monitoring
1972,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,51,Demo Cooling Unit 05,cooling,Cooling Plant 1,U,Condition outside preferred threshold
1973,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,52,Demo Cooling Unit 06,cooling,Cooling Plant 2,S,No actionable issues identified
1974,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,53,Demo Network Core 01,network,Network Core,S,Operating within expected limits
1975,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,54,Demo Network Core 02,network,Network Core,S,Operating within expected limits
1976,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,55,Demo Network Core 03,network,Network Core,S,Routine inspection passed
1977,44,2025-12-19,completed,2025-12-19T08:30:00,6,tableau_operator01,56,Demo Network Core 04,network,Network Core,S,Routine inspection passed
1978,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,9,Demo Server Rack A01,server,Compute Hall A,S,No actionable issues identified
1979,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,10,Demo Server Rack A02,server,Compute Hall A,S,No actionable issues identified
1980,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,11,Demo Server Rack A03,server,Compute Hall A,S,Operating within expected limits
1981,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,12,Demo Server Rack A04,server,Compute Hall A,S,Operating within expected limits
1982,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,13,Demo Server Rack A05,server,Compute Hall A,S,Operating within expected limits
1983,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,14,Demo Server Rack A06,server,Compute Hall A,S,Operating within expected limits
1984,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,15,Demo Server Rack A07,server,Compute Hall A,S,Routine inspection passed
1985,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,16,Demo Server Rack A08,server,Compute Hall A,S,Routine inspection passed
1986,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,17,Demo Server Rack B01,server,Compute Hall B,S,No actionable issues identified
1987,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,18,Demo Server Rack B02,server,Compute Hall B,S,No actionable issues identified
1988,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,19,Demo Server Rack B03,server,Compute Hall B,S,Operating within expected limits
1989,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,20,Demo Server Rack B04,server,Compute Hall B,S,Operating within expected limits
1990,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,21,Demo Server Rack B05,server,Compute Hall B,S,Operating within expected limits
1991,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,22,Demo Server Rack B06,server,Compute Hall B,S,Operating within expected limits
1992,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,23,Demo Server Rack B07,server,Compute Hall B,S,Routine inspection passed
1993,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,24,Demo Server Rack B08,server,Compute Hall B,S,No actionable issues identified
1994,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,25,Demo Server Rack C01,server,Compute Hall C,U,Observed variance requiring monitoring
1995,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,26,Demo Server Rack C02,server,Compute Hall C,U,Observed variance requiring monitoring
1996,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,27,Demo Server Rack C03,server,Compute Hall C,S,Operating within expected limits
1997,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,28,Demo Server Rack C04,server,Compute Hall C,S,Operating within expected limits
1998,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,29,Demo Server Rack C05,server,Compute Hall C,S,No actionable issues identified
1999,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,30,Demo Server Rack C06,server,Compute Hall C,S,Routine inspection passed
2000,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,31,Demo Server Rack C07,server,Compute Hall C,S,No actionable issues identified
2001,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,32,Demo Server Rack C08,server,Compute Hall C,U,Flagged for maintenance review
2002,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,33,Demo Battery Bank 01,battery,UPS Room East,S,Operating within expected limits
2003,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,34,Demo Battery Bank 02,battery,UPS Room West,S,Operating within expected limits
2004,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,35,Demo Battery Bank 03,battery,UPS Room East,S,Routine inspection passed
2005,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,36,Demo Battery Bank 04,battery,UPS Room West,S,No actionable issues identified
2006,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,37,Demo Battery Bank 05,battery,UPS Room East,S,No actionable issues identified
2007,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,38,Demo Battery Bank 06,battery,UPS Room West,S,No actionable issues identified
2008,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,39,Demo Battery Bank 07,battery,UPS Room East,S,Operating within expected limits
2009,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,40,Demo Battery Bank 08,battery,UPS Room West,S,Operating within expected limits
2010,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,41,Demo UPS Panel 01,ups,UPS Room East,S,No actionable issues identified
2011,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,42,Demo UPS Panel 02,ups,UPS Room West,S,Routine inspection passed
2012,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,43,Demo UPS Panel 03,ups,UPS Room East,S,Routine inspection passed
2013,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,44,Demo UPS Panel 04,ups,UPS Room West,S,Operating within expected limits
2014,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,45,Demo UPS Panel 05,ups,UPS Room East,S,Operating within expected limits
2015,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,46,Demo UPS Panel 06,ups,UPS Room West,S,Operating within expected limits
2016,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,47,Demo Cooling Unit 01,cooling,Cooling Plant 1,S,Operating within expected limits
2017,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,48,Demo Cooling Unit 02,cooling,Cooling Plant 2,S,Operating within expected limits
2018,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,49,Demo Cooling Unit 03,cooling,Cooling Plant 1,S,Routine inspection passed
2019,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,50,Demo Cooling Unit 04,cooling,Cooling Plant 2,S,No actionable issues identified
2020,45,2025-12-19,completed,2025-12-19T20:30:00,7,tableau_operator02,51,Demo Cooling Unit 05,cooling,Cooling Plant 1,S,No actionable issues identified
