workflow_id,inspection_id,inspection_date,inspection_status,from_role,to_role,action,comments,acted_by_user_id,acted_by_username,acted_by_role,acted_at
206,79,2026-01-05,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-01-05T21:30:00
207,79,2026-01-05,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-01-05T22:30:00
208,79,2026-01-05,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-05T23:30:00
209,80,2026-01-06,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-01-06T09:30:00
210,80,2026-01-06,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-01-06T10:30:00
211,80,2026-01-06,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-06T11:30:00
212,81,2026-01-06,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-01-06T21:30:00
213,81,2026-01-06,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-01-06T22:30:00
214,81,2026-01-06,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-06T23:30:00
215,82,2026-01-07,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-01-07T09:30:00
216,82,2026-01-07,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-01-07T10:30:00
217,82,2026-01-07,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-07T11:30:00
218,83,2026-01-07,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-01-07T21:30:00
219,83,2026-01-07,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-01-07T22:30:00
220,83,2026-01-07,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-07T23:30:00
221,84,2026-01-08,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-01-08T09:30:00
222,84,2026-01-08,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-01-08T10:30:00
223,84,2026-01-08,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-08T11:30:00
224,85,2026-01-08,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-01-08T21:30:00
225,85,2026-01-08,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-01-08T22:30:00
226,85,2026-01-08,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-08T23:30:00
227,86,2026-01-09,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-01-09T09:30:00
228,86,2026-01-09,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-01-09T10:30:00
229,86,2026-01-09,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-09T11:30:00
230,87,2026-01-09,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-01-09T21:30:00
231,87,2026-01-09,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-01-09T22:30:00
232,87,2026-01-09,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-09T23:30:00
233,88,2026-01-10,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-01-10T09:30:00
234,88,2026-01-10,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-01-10T10:30:00
235,88,2026-01-10,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-10T11:30:00
236,89,2026-01-10,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-01-10T21:30:00
237,89,2026-01-10,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-01-10T22:30:00
238,89,2026-01-10,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-10T23:30:00
239,90,2026-01-11,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-01-11T09:30:00
240,90,2026-01-11,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-01-11T10:30:00
241,90,2026-01-11,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-11T11:30:00
242,91,2026-01-11,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-01-11T21:30:00
243,91,2026-01-11,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-01-11T22:30:00
244,91,2026-01-11,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-11T23:30:00
245,92,2026-01-12,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-01-12T09:30:00
246,92,2026-01-12,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-01-12T10:30:00
247,92,2026-01-12,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-12T11:30:00
248,93,2026-01-12,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-01-12T21:30:00
249,93,2026-01-12,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-01-12T22:30:00
250,93,2026-01-12,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-12T23:30:00
251,94,2026-01-13,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-01-13T09:30:00
252,94,2026-01-13,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-01-13T10:30:00
253,94,2026-01-13,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-13T11:30:00
254,95,2026-01-13,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-01-13T21:30:00
255,95,2026-01-13,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-01-13T22:30:00
256,95,2026-01-13,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-13T23:30:00
257,96,2026-01-14,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-01-14T09:30:00
258,96,2026-01-14,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-01-14T10:30:00
259,96,2026-01-14,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-14T11:30:00
260,97,2026-01-14,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-01-14T21:30:00
261,97,2026-01-14,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-01-14T22:30:00
262,97,2026-01-14,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-14T23:30:00
263,98,2026-01-15,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-01-15T09:30:00
264,98,2026-01-15,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-01-15T10:30:00
265,98,2026-01-15,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-15T11:30:00
266,99,2026-01-15,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-01-15T21:30:00
267,99,2026-01-15,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-01-15T22:30:00
268,99,2026-01-15,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-15T23:30:00
269,100,2026-01-16,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-01-16T09:30:00
270,100,2026-01-16,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-01-16T10:30:00
271,100,2026-01-16,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-16T11:30:00
272,101,2026-01-16,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-01-16T21:30:00
273,101,2026-01-16,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-01-16T22:30:00
274,101,2026-01-16,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-16T23:30:00
275,102,2026-01-17,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-01-17T09:30:00
276,102,2026-01-17,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-01-17T10:30:00
277,102,2026-01-17,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-17T11:30:00
278,103,2026-01-17,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-01-17T21:30:00
279,103,2026-01-17,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-01-17T22:30:00
280,103,2026-01-17,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-17T23:30:00
281,104,2026-01-18,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-01-18T09:30:00
282,104,2026-01-18,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-01-18T10:30:00
283,104,2026-01-18,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-18T11:30:00
284,105,2026-01-18,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-01-18T21:30:00
285,105,2026-01-18,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-01-18T22:30:00
286,105,2026-01-18,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-18T23:30:00
287,106,2026-01-19,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-01-19T09:30:00
288,106,2026-01-19,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-01-19T10:30:00
289,106,2026-01-19,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-19T11:30:00
290,107,2026-01-19,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-01-19T21:30:00
291,107,2026-01-19,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-01-19T22:30:00
292,107,2026-01-19,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-19T23:30:00
293,108,2026-01-20,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-01-20T09:30:00
294,108,2026-01-20,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-01-20T10:30:00
295,108,2026-01-20,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-20T11:30:00
296,109,2026-01-20,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-01-20T21:30:00
297,109,2026-01-20,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-01-20T22:30:00
298,109,2026-01-20,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-20T23:30:00
299,110,2026-01-21,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-01-21T09:30:00
300,110,2026-01-21,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-01-21T10:30:00
301,110,2026-01-21,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-21T11:30:00
302,111,2026-01-21,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-01-21T21:30:00
303,111,2026-01-21,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-01-21T22:30:00
304,111,2026-01-21,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-21T23:30:00
305,112,2026-01-22,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-01-22T09:30:00
306,112,2026-01-22,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-01-22T10:30:00
307,112,2026-01-22,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-22T11:30:00
308,113,2026-01-22,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-01-22T21:30:00
309,113,2026-01-22,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-01-22T22:30:00
310,113,2026-01-22,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-22T23:30:00
311,114,2026-01-23,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-01-23T09:30:00
312,114,2026-01-23,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-01-23T10:30:00
313,114,2026-01-23,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-23T11:30:00
314,115,2026-01-23,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-01-23T21:30:00
315,115,2026-01-23,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-01-23T22:30:00
316,115,2026-01-23,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-23T23:30:00
317,116,2026-01-24,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-01-24T09:30:00
318,116,2026-01-24,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-01-24T10:30:00
319,116,2026-01-24,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-24T11:30:00
320,117,2026-01-24,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-01-24T21:30:00
321,117,2026-01-24,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-01-24T22:30:00
322,117,2026-01-24,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-24T23:30:00
323,118,2026-01-25,rejected,supervisor,creator,rejected,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-01-25T09:30:00
324,119,2026-01-25,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-01-25T21:30:00
325,119,2026-01-25,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-01-25T22:30:00
326,119,2026-01-25,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-25T23:30:00
327,120,2026-01-26,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-01-26T09:30:00
328,120,2026-01-26,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-01-26T10:30:00
329,120,2026-01-26,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-26T11:30:00
330,121,2026-01-26,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-01-26T21:30:00
331,121,2026-01-26,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-01-26T22:30:00
332,121,2026-01-26,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-26T23:30:00
333,122,2026-01-27,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-01-27T09:30:00
334,122,2026-01-27,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-01-27T10:30:00
335,122,2026-01-27,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-27T11:30:00
336,123,2026-01-27,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-01-27T21:30:00
337,123,2026-01-27,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-01-27T22:30:00
338,123,2026-01-27,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-27T23:30:00
339,124,2026-01-28,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-01-28T09:30:00
340,124,2026-01-28,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-01-28T10:30:00
341,124,2026-01-28,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-28T11:30:00
342,125,2026-01-28,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-01-28T21:30:00
343,125,2026-01-28,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-01-28T22:30:00
344,125,2026-01-28,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-28T23:30:00
345,126,2026-01-29,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-01-29T09:30:00
346,126,2026-01-29,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-01-29T10:30:00
347,126,2026-01-29,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-29T11:30:00
348,127,2026-01-29,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-01-29T21:30:00
349,127,2026-01-29,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-01-29T22:30:00
350,127,2026-01-29,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-29T23:30:00
351,128,2026-01-30,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-01-30T09:30:00
352,128,2026-01-30,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-01-30T10:30:00
353,128,2026-01-30,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-30T11:30:00
354,129,2026-01-30,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-01-30T21:30:00
355,129,2026-01-30,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-01-30T22:30:00
356,129,2026-01-30,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-30T23:30:00
357,130,2026-01-31,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-01-31T09:30:00
358,130,2026-01-31,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-01-31T10:30:00
359,130,2026-01-31,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-31T11:30:00
360,131,2026-01-31,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-01-31T21:30:00
361,131,2026-01-31,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-01-31T22:30:00
362,131,2026-01-31,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-01-31T23:30:00
363,132,2026-02-01,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-01T09:30:00
364,132,2026-02-01,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-02-01T10:30:00
365,132,2026-02-01,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-01T11:30:00
366,133,2026-02-01,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-01T21:30:00
367,133,2026-02-01,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-02-01T22:30:00
368,133,2026-02-01,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-01T23:30:00
369,134,2026-02-02,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-02T09:30:00
370,134,2026-02-02,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-02-02T10:30:00
371,134,2026-02-02,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-02T11:30:00
372,135,2026-02-02,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-02T21:30:00
373,135,2026-02-02,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-02-02T22:30:00
374,135,2026-02-02,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-02T23:30:00
375,136,2026-02-03,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-03T09:30:00
376,136,2026-02-03,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-02-03T10:30:00
377,136,2026-02-03,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-03T11:30:00
378,137,2026-02-03,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-03T21:30:00
379,137,2026-02-03,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-02-03T22:30:00
380,137,2026-02-03,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-03T23:30:00
381,138,2026-02-04,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-04T09:30:00
382,138,2026-02-04,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-02-04T10:30:00
383,138,2026-02-04,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-04T11:30:00
384,139,2026-02-04,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-04T21:30:00
385,139,2026-02-04,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-02-04T22:30:00
386,139,2026-02-04,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-04T23:30:00
387,140,2026-02-05,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-05T09:30:00
388,140,2026-02-05,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-02-05T10:30:00
389,140,2026-02-05,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-05T11:30:00
390,141,2026-02-05,rejected,supervisor,creator,rejected,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-05T21:30:00
391,142,2026-02-06,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-06T09:30:00
392,142,2026-02-06,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-02-06T10:30:00
393,142,2026-02-06,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-06T11:30:00
394,143,2026-02-06,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-06T21:30:00
395,143,2026-02-06,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-02-06T22:30:00
396,143,2026-02-06,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-06T23:30:00
397,144,2026-02-07,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-07T09:30:00
398,144,2026-02-07,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-02-07T10:30:00
399,144,2026-02-07,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-07T11:30:00
400,145,2026-02-07,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-07T21:30:00
401,145,2026-02-07,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-02-07T22:30:00
402,145,2026-02-07,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-07T23:30:00
403,146,2026-02-08,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,12,tableau_supervisor02,supervisor,2026-02-08T09:30:00
404,146,2026-02-08,completed,reviewer,manager,approved,Reviewer validated findings and measurements,13,tableau_reviewer02,reviewer,2026-02-08T10:30:00
405,146,2026-02-08,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-08T11:30:00
406,147,2026-02-08,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-08T21:30:00
407,147,2026-02-08,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-02-08T22:30:00
408,147,2026-02-08,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-08T23:30:00
409,148,2026-02-09,completed,supervisor,reviewer,approved,Supervisor reviewed inspection package,10,tableau_supervisor01,supervisor,2026-02-09T09:30:00
410,148,2026-02-09,completed,reviewer,manager,approved,Reviewer validated findings and measurements,11,tableau_reviewer01,reviewer,2026-02-09T10:30:00
411,148,2026-02-09,completed,manager,completed,approved,Manager closed the inspection successfully,14,tableau_manager01,manager,2026-02-09T11:30:00
